Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0015672,monovalent inorganic cation transport,19_GO:0051179 localization,-4.9,2.5,5.1,27994,551,542,27,5,0.93,40|287|288|859|1184|1272|1814|2259|3751|3763|3776|3778|3784|6323|6336|6549|6557|9472|25769|54207|57282|60482|79400|80333|150094|151258|283652,ASIC2|ANK2|ANK3|CAV3|CLCN5|CNTN1|DRD3|FGF14|KCND2|KCNJ6|KCNK2|KCNMA1|KCNQ1|SCN1A|SCN10A|SLC9A2|SLC12A1|AKAP6|SLC24A2|KCNK10|SLC4A10|SLC5A7|NOX5|KCNIP4|SIK1|SLC38A11|SLC24A5,-3.8,1
GO Biological Processes,19,GO:0008016,regulation of heart contraction,19_GO:0032501 multicellular organismal process,-4.9,3.4,5.5,27994,257,542,17,3.1,0.75,287|775|783|785|859|2643|3708|3751|3784|5144|6336|7068|29119|55328|55799|59272|80333,ANK2|CACNA1C|CACNB2|CACNB4|CAV3|GCH1|ITPR1|KCND2|KCNQ1|PDE4D|SCN10A|THRB|CTNNA3|RNLS|CACNA2D3|ACE2|KCNIP4,-3.8,1
GO Biological Processes,19,GO:0060047,heart contraction,19_GO:0032501 multicellular organismal process,-4.9,3.3,5.4,27994,285,542,18,3.3,0.77,287|775|783|785|859|2643|3708|3751|3784|5144|6323|6336|7068|29119|55328|55799|59272|80333,ANK2|CACNA1C|CACNB2|CACNB4|CAV3|GCH1|ITPR1|KCND2|KCNQ1|PDE4D|SCN1A|SCN10A|THRB|CTNNA3|RNLS|CACNA2D3|ACE2|KCNIP4,-3.7,1
GO Biological Processes,19,GO:0022412,cellular process involved in reproduction in multicellular organism,19_GO:0022414 reproductive process,-4.9,2.9,5.2,27994,371,542,21,3.9,0.83,596|1618|1761|2176|6092|6586|6875|8549|9425|56159|56163|56165|63951|79400|81626|81833|84071|91646|130951|132612|100996631,BCL2|DAZL|DMRT1|FANCC|ROBO2|SLIT3|TAF4B|LGR5|CDYL|TEX11|RNF17|TDRD1|DMRTA1|NOX5|SHCBP1L|SPACA1|ARMC2|TDRD12|M1AP|ADAD1|TCP11X1,-3.7,1
Reactome Gene Sets,6,R-HSA-397014,Muscle contraction,,-4.9,3.7,5.6,27994,207,542,15,2.8,0.7,775|783|785|859|2259|3708|3751|3776|3784|4604|6323|6336|54207|55799|80333,CACNA1C|CACNB2|CACNB4|CAV3|FGF14|ITPR1|KCND2|KCNK2|KCNQ1|MYBPC1|SCN1A|SCN10A|KCNK10|CACNA2D3|KCNIP4,-3.7,1
KEGG Pathway,24,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,,-4.8,6.2,6.3,27994,75,542,9,1.7,0.55,775|783|785|3694|8516|22801|29119|51176|55799,CACNA1C|CACNB2|CACNB4|ITGB6|ITGA8|ITGA11|CTNNA3|LEF1|CACNA2D3,-3.7,1
GO Biological Processes,19,GO:0086001,cardiac muscle cell action potential,19_GO:0065007 biological regulation,-4.8,6.2,6.3,27994,75,542,9,1.7,0.55,287|288|775|783|859|3784|6323|6336|29119,ANK2|ANK3|CACNA1C|CACNB2|CAV3|KCNQ1|SCN1A|SCN10A|CTNNA3,-3.7,1
GO Biological Processes,19,GO:0001508,action potential,19_GO:0065007 biological regulation,-4.8,4.5,5.8,27994,138,542,12,2.2,0.63,287|288|775|783|859|3751|3784|4897|6323|6336|9472|29119,ANK2|ANK3|CACNA1C|CACNB2|CAV3|KCND2|KCNQ1|NRCAM|SCN1A|SCN10A|AKAP6|CTNNA3,-3.7,1
GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,19_GO:0048518 positive regulation of biological process,-4.7,2.9,5.1,27994,380,542,21,3.9,0.83,238|596|654|950|1272|1809|4674|4897|4919|6092|7074|7224|8997|9699|11141|22999|23426|50937|51265|51760|57118,ALK|BCL2|BMP6|SCARB2|CNTN1|DPYSL3|NAP1L2|NRCAM|ROR1|ROBO2|TIAM1|TRPC5|KALRN|RIMS2|IL1RAPL1|RIMS1|GRIP1|CDON|CDKL3|SYT17|CAMK1D,-3.6,1
Reactome Gene Sets,6,R-HSA-5576892,Phase 0 - rapid depolarisation,,-4.7,8.2,6.7,27994,44,542,7,1.3,0.48,775|783|785|2259|6323|6336|55799,CACNA1C|CACNB2|CACNB4|FGF14|SCN1A|SCN10A|CACNA2D3,-3.6,1
GO Biological Processes,19,GO:0003015,heart process,19_GO:0032501 multicellular organismal process,-4.7,3.2,5.2,27994,295,542,18,3.3,0.77,287|775|783|785|859|2643|3708|3751|3784|5144|6323|6336|7068|29119|55328|55799|59272|80333,ANK2|CACNA1C|CACNB2|CACNB4|CAV3|GCH1|ITPR1|KCND2|KCNQ1|PDE4D|SCN1A|SCN10A|THRB|CTNNA3|RNLS|CACNA2D3|ACE2|KCNIP4,-3.6,1
GO Biological Processes,19,GO:0006814,sodium ion transport,19_GO:0051179 localization,-4.7,3.4,5.3,27994,241,542,16,3,0.73,40|288|859|1272|1814|2259|6323|6336|6549|6557|25769|57282|60482|150094|151258|283652,ASIC2|ANK3|CAV3|CNTN1|DRD3|FGF14|SCN1A|SCN10A|SLC9A2|SLC12A1|SLC24A2|SLC4A10|SLC5A7|SIK1|SLC38A11|SLC24A5,-3.6,1
GO Biological Processes,19,GO:0006813,potassium ion transport,19_GO:0051179 localization,-4.6,3.4,5.3,27994,242,542,16,3,0.73,287|288|859|1814|3751|3763|3776|3778|3784|6549|6557|9472|25769|54207|80333|283652,ANK2|ANK3|CAV3|DRD3|KCND2|KCNJ6|KCNK2|KCNMA1|KCNQ1|SLC9A2|SLC12A1|AKAP6|SLC24A2|KCNK10|KCNIP4|SLC24A5,-3.6,1
GO Biological Processes,19,GO:0023061,signal release,19_GO:0023052 signaling,-4.6,2.6,5,27994,476,542,24,4.4,0.88,18|107|654|775|777|783|1363|3358|3708|4988|7074|8564|8573|8618|8997|9699|22999|26059|27445|51760|60482|79772|117247|169026,ABAT|ADCY1|BMP6|CACNA1C|CACNA1E|CACNB2|CPE|HTR2C|ITPR1|OPRM1|TIAM1|KMO|CASK|CADPS|KALRN|RIMS2|RIMS1|ERC2|PCLO|SYT17|SLC5A7|MCTP1|SLC16A10|SLC30A8,-3.6,1
GO Biological Processes,19,GO:0071805,potassium ion transmembrane transport,19_GO:0051179 localization,-4.6,3.6,5.3,27994,218,542,15,2.8,0.7,287|288|859|3751|3763|3776|3778|3784|6549|6557|9472|25769|54207|80333|283652,ANK2|ANK3|CAV3|KCND2|KCNJ6|KCNK2|KCNMA1|KCNQ1|SLC9A2|SLC12A1|AKAP6|SLC24A2|KCNK10|KCNIP4|SLC24A5,-3.5,1
GO Biological Processes,19,GO:0071804,cellular potassium ion transport,19_GO:0051179 localization,-4.6,3.6,5.3,27994,218,542,15,2.8,0.7,287|288|859|3751|3763|3776|3778|3784|6549|6557|9472|25769|54207|80333|283652,ANK2|ANK3|CAV3|KCND2|KCNJ6|KCNK2|KCNMA1|KCNQ1|SLC9A2|SLC12A1|AKAP6|SLC24A2|KCNK10|KCNIP4|SLC24A5,-3.5,1
Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-4.5,3.2,5.1,27994,275,542,17,3.1,0.75,1286|1288|2267|3909|4147|6586|8406|10418|11082|22854|56955|80144|84570|84870|131368|221806|346007,4A4|4A6|FGL1|LAMA3|MATN2|SLIT3|SRPX|SPON1|ESM1|NTNG1|MEPE|FRAS1|25A1|RSPO3|ZPLD1|VWDE|EYS,-3.5,1
GO Biological Processes,19,GO:0051588,regulation of neurotransmitter transport,19_GO:0051179 localization,-4.5,4.2,5.5,27994,147,542,12,2.2,0.63,18|107|783|1814|2824|3358|4129|8564|8573|9699|22999|79772,ABAT|ADCY1|CACNB2|DRD3|GPM6B|HTR2C|MAOB|KMO|CASK|RIMS2|RIMS1|MCTP1,-3.5,1
GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-4.5,3.1,5.1,27994,304,542,18,3.3,0.77,40|287|775|783|785|859|2643|3708|3751|3784|5144|6336|7068|29119|55328|55799|59272|80333,ASIC2|ANK2|CACNA1C|CACNB2|CACNB4|CAV3|GCH1|ITPR1|KCND2|KCNQ1|PDE4D|SCN10A|THRB|CTNNA3|RNLS|CACNA2D3|ACE2|KCNIP4,-3.5,1
GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,19_GO:0048518 positive regulation of biological process,-4.5,2.6,4.9,27994,485,542,24,4.4,0.88,238|596|654|950|1272|1638|1809|4674|4897|4919|4988|6092|7074|7224|8997|9699|11141|22891|22999|23426|50937|51265|51760|57118,ALK|BCL2|BMP6|SCARB2|CNTN1|DCT|DPYSL3|NAP1L2|NRCAM|ROR1|OPRM1|ROBO2|TIAM1|TRPC5|KALRN|RIMS2|IL1RAPL1|ZNF365|RIMS1|GRIP1|CDON|CDKL3|SYT17|CAMK1D,-3.5,1
GO Biological Processes,19,GO:0019932,second-messenger-mediated signaling,19_GO:0023052 signaling,-4.5,2.6,4.9,27994,456,542,23,4.2,0.87,107|287|775|1814|2494|3358|3708|4988|5144|5575|7253|8549|9472|9699|10231|10846|27445|51555|55273|79772|84873|139378|151651,ADCY1|ANK2|CACNA1C|DRD3|NR5A2|HTR2C|ITPR1|OPRM1|PDE4D|PRKAR1B|TSHR|LGR5|AKAP6|RIMS2|RCAN2|PDE10A|PCLO|PEX5L|TMEM100|MCTP1|ADGRG7|ADGRG4|EFHB,-3.4,1
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0048518 positive regulation of biological process,-4.5,2.4,4.8,27994,552,542,26,4.8,0.92,40|238|596|654|950|1272|1638|1809|4674|4897|4919|4988|6092|7074|7224|8997|9699|11141|22891|22999|23426|50937|51265|51760|57118|57408,ASIC2|ALK|BCL2|BMP6|SCARB2|CNTN1|DCT|DPYSL3|NAP1L2|NRCAM|ROR1|OPRM1|ROBO2|TIAM1|TRPC5|KALRN|RIMS2|IL1RAPL1|ZNF365|RIMS1|GRIP1|CDON|CDKL3|SYT17|CAMK1D|LRTM1,-3.4,1
GO Biological Processes,19,GO:0001505,regulation of neurotransmitter levels,19_GO:0065007 biological regulation,-4.5,2.8,4.9,27994,365,542,20,3.7,0.81,18|107|783|1814|2643|2824|4129|6095|8564|8573|8618|9699|10249|22999|26059|27445|51760|60482|79772|121278,ABAT|ADCY1|CACNB2|DRD3|GCH1|GPM6B|MAOB|RORA|KMO|CASK|CADPS|RIMS2|GLYAT|RIMS1|ERC2|PCLO|SYT17|SLC5A7|MCTP1|TPH2,-3.4,1
GO Biological Processes,19,GO:0019935,cyclic-nucleotide-mediated signaling,19_GO:0023052 signaling,-4.5,3.5,5.2,27994,224,542,15,2.8,0.7,107|1814|3358|4988|5144|5575|7253|8549|9472|9699|10846|27445|51555|84873|139378,ADCY1|DRD3|HTR2C|OPRM1|PDE4D|PRKAR1B|TSHR|LGR5|AKAP6|RIMS2|PDE10A|PCLO|PEX5L|ADGRG7|ADGRG4,-3.4,1
GO Biological Processes,19,GO:0002027,regulation of heart rate,19_GO:0032501 multicellular organismal process,-4.5,5,5.7,27994,104,542,10,1.8,0.58,287|775|783|859|2643|3784|5144|6336|29119|55328,ANK2|CACNA1C|CACNB2|CAV3|GCH1|KCNQ1|PDE4D|SCN10A|CTNNA3|RNLS,-3.4,1
GO Biological Processes,19,GO:0019933,cAMP-mediated signaling,19_GO:0023052 signaling,-4.4,3.6,5.2,27994,199,542,14,2.6,0.68,107|1814|4988|5144|5575|7253|8549|9472|9699|10846|27445|51555|84873|139378,ADCY1|DRD3|OPRM1|PDE4D|PRKAR1B|TSHR|LGR5|AKAP6|RIMS2|PDE10A|PCLO|PEX5L|ADGRG7|ADGRG4,-3.4,1
GO Biological Processes,19,GO:0050808,synapse organization,19_GO:0071840 cellular component organization or biogenesis,-4.4,2.6,4.8,27994,433,542,22,4.1,0.85,40|288|783|785|1501|1607|4897|4983|5800|6092|7074|8997|9723|11141|22854|22891|26052|26059|26280|27445|57408|84623,ASIC2|ANK3|CACNB2|CACNB4|CTNND2|DGKB|NRCAM|OPHN1|PTPRO|ROBO2|TIAM1|KALRN|SEMA3E|IL1RAPL1|NTNG1|ZNF365|DNM3|ERC2|IL1RAPL2|PCLO|LRTM1|KIRREL3,-3.3,1
GO Biological Processes,19,GO:0030003,cellular cation homeostasis,19_GO:0065007 biological regulation,-4.3,2.3,4.6,27994,664,542,29,5.4,0.97,22|287|596|654|775|783|793|859|1814|3146|3358|3708|3778|5144|6549|7224|7421|9472|25769|27035|54499|56477|57282|79400|79608|84239|169026|221074|283652,ABCB7|ANK2|BCL2|BMP6|CACNA1C|CACNB2|CALB1|CAV3|DRD3|HMGB1|HTR2C|ITPR1|KCNMA1|PDE4D|SLC9A2|TRPC5|VDR|AKAP6|SLC24A2|NOX1|TMCO1|CCL28|SLC4A10|NOX5|RIC3|ATP13A4|SLC30A8|SLC39A12|SLC24A5,-3.3,1
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-4.3,2.5,4.7,27994,499,542,24,4.4,0.88,4352|4478|4897|5168|5800|5962|6049|6092|7074|7224|8997|9699|9723|11141|22854|22999|23426|26052|51057|51265|51760|55843|57643|375611,MPL|MSN|NRCAM|ENPP2|PTPRO|RDX|RNF6|ROBO2|TIAM1|TRPC5|KALRN|RIMS2|SEMA3E|IL1RAPL1|NTNG1|RIMS1|GRIP1|DNM3|WDPCP|CDKL3|SYT17|ARHGAP15|ZSWIM5|SLC26A5,-3.3,1
GO Biological Processes,19,GO:0002286,T cell activation involved in immune response,19_GO:0002376 immune system process,-4.3,4.7,5.5,27994,109,542,10,1.8,0.58,3146|3439|3440|3443|3452|6095|8809|51176|54518|149233,HMGB1|IFNA1|IFNA2|IFNA6|IFNA21|RORA|IL18R1|LEF1|APBB1IP|IL23R,-3.3,1
GO Biological Processes,19,GO:0086003,cardiac muscle cell contraction,19_GO:0032501 multicellular organismal process,-4.3,6,5.8,27994,69,542,8,1.5,0.52,287|775|783|859|3784|5144|6323|29119,ANK2|CACNA1C|CACNB2|CAV3|KCNQ1|PDE4D|SCN1A|CTNNA3,-3.3,1
GO Biological Processes,19,GO:0055080,cation homeostasis,19_GO:0065007 biological regulation,-4.3,2.2,4.5,27994,739,542,31,5.7,1,22|287|288|596|654|775|783|793|859|1814|3146|3358|3708|3778|5144|6549|6557|7224|7421|9472|25769|27035|54499|56477|57282|79400|79608|84239|169026|221074|283652,ABCB7|ANK2|ANK3|BCL2|BMP6|CACNA1C|CACNB2|CALB1|CAV3|DRD3|HMGB1|HTR2C|ITPR1|KCNMA1|PDE4D|SLC9A2|SLC12A1|TRPC5|VDR|AKAP6|SLC24A2|NOX1|TMCO1|CCL28|SLC4A10|NOX5|RIC3|ATP13A4|SLC30A8|SLC39A12|SLC24A5,-3.3,1
GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0048518 positive regulation of biological process,-4.2,2.4,4.6,27994,570,542,26,4.8,0.92,238|596|654|950|1272|1638|1809|4352|4674|4897|4919|4988|6092|7074|7224|8997|9472|9699|11141|22891|22999|23426|50937|51265|51760|57118,ALK|BCL2|BMP6|SCARB2|CNTN1|DCT|DPYSL3|MPL|NAP1L2|NRCAM|ROR1|OPRM1|ROBO2|TIAM1|TRPC5|KALRN|AKAP6|RIMS2|IL1RAPL1|ZNF365|RIMS1|GRIP1|CDON|CDKL3|SYT17|CAMK1D,-3.3,1
Reactome Gene Sets,6,R-HSA-112308,Presynaptic depolarization and calcium channel opening,,-4.2,17,7.9,27994,12,542,4,0.74,0.37,777|783|785|55799,CACNA1E|CACNB2|CACNB4|CACNA2D3,-3.2,1
GO Biological Processes,19,GO:0048588,developmental cell growth,19_GO:0040007 growth,-4.2,3.3,4.9,27994,237,542,15,2.8,0.7,859|4897|6049|6586|7074|7224|8239|8470|9201|9472|9699|9723|22999|51265|51760,CAV3|NRCAM|RNF6|SLIT3|TIAM1|TRPC5|USP9X|SORBS2|DCLK1|AKAP6|RIMS2|SEMA3E|RIMS1|CDKL3|SYT17,-3.2,1
GO Biological Processes,19,GO:0006873,cellular ion homeostasis,19_GO:0065007 biological regulation,-4.2,2.2,4.5,27994,677,542,29,5.4,0.97,22|287|596|654|775|783|793|859|1814|3146|3358|3708|3778|5144|6549|7224|7421|9472|25769|27035|54499|56477|57282|79400|79608|84239|169026|221074|283652,ABCB7|ANK2|BCL2|BMP6|CACNA1C|CACNB2|CALB1|CAV3|DRD3|HMGB1|HTR2C|ITPR1|KCNMA1|PDE4D|SLC9A2|TRPC5|VDR|AKAP6|SLC24A2|NOX1|TMCO1|CCL28|SLC4A10|NOX5|RIC3|ATP13A4|SLC30A8|SLC39A12|SLC24A5,-3.2,1
GO Biological Processes,19,GO:0086012,membrane depolarization during cardiac muscle cell action potential,19_GO:0065007 biological regulation,-4.2,11,6.9,27994,23,542,5,0.92,0.41,287|288|775|783|859,ANK2|ANK3|CACNA1C|CACNB2|CAV3,-3.2,1
GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,19_GO:0065007 biological regulation,-4.1,2.1,4.4,27994,749,542,31,5.7,1,22|287|288|596|654|775|783|793|859|1814|3146|3358|3708|3778|5144|6549|6557|7224|7421|9472|25769|27035|54499|56477|57282|79400|79608|84239|169026|221074|283652,ABCB7|ANK2|ANK3|BCL2|BMP6|CACNA1C|CACNB2|CALB1|CAV3|DRD3|HMGB1|HTR2C|ITPR1|KCNMA1|PDE4D|SLC9A2|SLC12A1|TRPC5|VDR|AKAP6|SLC24A2|NOX1|TMCO1|CCL28|SLC4A10|NOX5|RIC3|ATP13A4|SLC30A8|SLC39A12|SLC24A5,-3.2,1
GO Biological Processes,19,GO:0002285,lymphocyte activation involved in immune response,19_GO:0002376 immune system process,-4.1,3.6,5,27994,188,542,13,2.4,0.66,3146|3439|3440|3443|3452|4064|6095|8809|23228|51176|54518|139818|149233,HMGB1|IFNA1|IFNA2|IFNA6|IFNA21|CD180|RORA|IL18R1|PLCL2|LEF1|APBB1IP|DOCK11|IL23R,-3.2,1
GO Biological Processes,19,GO:0006875,cellular metal ion homeostasis,19_GO:0065007 biological regulation,-4,2.3,4.4,27994,586,542,26,4.8,0.92,22|287|596|654|775|783|793|859|1814|3146|3358|3708|3778|5144|7224|7421|9472|25769|54499|56477|79400|79608|84239|169026|221074|283652,ABCB7|ANK2|BCL2|BMP6|CACNA1C|CACNB2|CALB1|CAV3|DRD3|HMGB1|HTR2C|ITPR1|KCNMA1|PDE4D|TRPC5|VDR|AKAP6|SLC24A2|TMCO1|CCL28|NOX5|RIC3|ATP13A4|SLC30A8|SLC39A12|SLC24A5,-3.1,1
GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-4,2.1,4.3,27994,761,542,31,5.7,1,18|107|238|463|596|1272|1638|2113|2176|4129|4642|4781|4983|5992|6092|6095|6586|8516|8854|9201|10409|22891|23026|50937|51176|55130|57282|79109|83696|84623|339829,ABAT|ADCY1|ALK|ZFHX3|BCL2|CNTN1|DCT|ETS1|FANCC|MAOB|MYO1D|NFIB|OPHN1|RFX4|ROBO2|RORA|SLIT3|ITGA8|ALDH1A2|DCLK1|BASP1|ZNF365|MYO16|CDON|LEF1|ARMC4|SLC4A10|MAPKAP1|TRAPPC9|KIRREL3|CCDC39,-3.1,1
GO Biological Processes,19,GO:0055065,metal ion homeostasis,19_GO:0065007 biological regulation,-4,2.2,4.4,27994,657,542,28,5.2,0.95,22|287|288|596|654|775|783|793|859|1814|3146|3358|3708|3778|5144|6557|7224|7421|9472|25769|54499|56477|79400|79608|84239|169026|221074|283652,ABCB7|ANK2|ANK3|BCL2|BMP6|CACNA1C|CACNB2|CALB1|CAV3|DRD3|HMGB1|HTR2C|ITPR1|KCNMA1|PDE4D|SLC12A1|TRPC5|VDR|AKAP6|SLC24A2|TMCO1|CCL28|NOX5|RIC3|ATP13A4|SLC30A8|SLC39A12|SLC24A5,-3.1,1
GO Biological Processes,19,GO:0086002,cardiac muscle cell action potential involved in contraction,19_GO:0032501 multicellular organismal process,-4,6.5,5.7,27994,56,542,7,1.3,0.48,287|775|783|859|3784|6323|29119,ANK2|CACNA1C|CACNB2|CAV3|KCNQ1|SCN1A|CTNNA3,-3.1,1
GO Biological Processes,19,GO:0070252,actin-mediated cell contraction,19_GO:0009987 cellular process,-4,4.4,5.2,27994,118,542,10,1.8,0.58,287|775|783|859|3784|4604|5144|6323|22998|29119,ANK2|CACNA1C|CACNB2|CAV3|KCNQ1|MYBPC1|PDE4D|SCN1A|LIMCH1|CTNNA3,-3.1,1
Reactome Gene Sets,6,R-HSA-5576893,Phase 2 - plateau phase,,-4,10,6.6,27994,25,542,5,0.92,0.41,775|783|785|3784|55799,CACNA1C|CACNB2|CACNB4|KCNQ1|CACNA2D3,-3.1,1
GO Biological Processes,19,GO:0086065,cell communication involved in cardiac conduction,19_GO:0023052 signaling,-3.9,6.3,5.7,27994,57,542,7,1.3,0.48,287|775|783|3784|5144|6336|29119,ANK2|CACNA1C|CACNB2|KCNQ1|PDE4D|SCN10A|CTNNA3,-3.1,1
Canonical Pathways,11,M3008,NABA ECM GLYCOPROTEINS,,-3.9,3.4,4.8,27994,196,542,13,2.4,0.66,2267|3909|4147|6586|8406|10418|22854|56955|80144|84870|131368|221806|346007,FGL1|LAMA3|MATN2|SLIT3|SRPX|SPON1|NTNG1|MEPE|FRAS1|RSPO3|ZPLD1|VWDE|EYS,-3,1
GO Biological Processes,19,GO:1990138,neuron projection extension,19_GO:0040007 growth,-3.9,3.6,4.8,27994,172,542,12,2.2,0.63,4897|6049|6586|7074|7224|8239|9201|9699|9723|22999|51265|51760,NRCAM|RNF6|SLIT3|TIAM1|TRPC5|USP9X|DCLK1|RIMS2|SEMA3E|RIMS1|CDKL3|SYT17,-3,1
GO Biological Processes,19,GO:0030048,actin filament-based movement,19_GO:0009987 cellular process,-3.8,3.8,4.9,27994,148,542,11,2,0.61,287|775|783|859|3784|4604|4642|5144|6323|22998|29119,ANK2|CACNA1C|CACNB2|CAV3|KCNQ1|MYBPC1|MYO1D|PDE4D|SCN1A|LIMCH1|CTNNA3,-3,1
KEGG Pathway,24,ko04723,Retrograde endocannabinoid signaling,,-3.8,4.6,5.1,27994,101,542,9,1.7,0.55,107|775|2557|2792|3708|3763|11343|22999|200959,ADCY1|CACNA1C|GABRA4|GNGT1|ITPR1|KCNJ6|MGLL|RIMS1|GABRR3,-2.9,1
GO Biological Processes,19,GO:0035725,sodium ion transmembrane transport,19_GO:0051179 localization,-3.8,3.6,4.8,27994,174,542,12,2.2,0.63,40|288|859|1814|2259|6323|6336|6549|6557|25769|57282|283652,ASIC2|ANK3|CAV3|DRD3|FGF14|SCN1A|SCN10A|SLC9A2|SLC12A1|SLC24A2|SLC4A10|SLC24A5,-2.9,1
GO Biological Processes,19,GO:0007269,neurotransmitter secretion,19_GO:0023052 signaling,-3.8,3.5,4.7,27994,175,542,12,2.2,0.63,107|783|8564|8573|8618|9699|22999|26059|27445|51760|60482|79772,ADCY1|CACNB2|KMO|CASK|CADPS|RIMS2|RIMS1|ERC2|PCLO|SYT17|SLC5A7|MCTP1,-2.9,1
GO Biological Processes,19,GO:0099643,signal release from synapse,19_GO:0023052 signaling,-3.8,3.5,4.7,27994,175,542,12,2.2,0.63,107|783|8564|8573|8618|9699|22999|26059|27445|51760|60482|79772,ADCY1|CACNB2|KMO|CASK|CADPS|RIMS2|RIMS1|ERC2|PCLO|SYT17|SLC5A7|MCTP1,-2.9,1
GO Biological Processes,19,GO:0034329,cell junction assembly,19_GO:0071840 cellular component organization or biogenesis,-3.8,3,4.5,27994,258,542,15,2.8,0.7,287|596|1501|2318|2824|3909|4983|5800|9069|22998|28316|51057|59272|83660|84612,ANK2|BCL2|CTNND2|FLNC|GPM6B|LAMA3|OPHN1|PTPRO|CLDN12|LIMCH1|CDH20|WDPCP|ACE2|TLN2|PARD6B,-2.9,1
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0071840 cellular component organization or biogenesis,-3.8,2.8,4.4,27994,318,542,17,3.1,0.75,287|596|654|1501|2318|2824|3909|4983|5800|5962|9069|22998|28316|51057|59272|83660|84612,ANK2|BCL2|BMP6|CTNND2|FLNC|GPM6B|LAMA3|OPHN1|PTPRO|RDX|CLDN12|LIMCH1|CDH20|WDPCP|ACE2|TLN2|PARD6B,-2.9,1
GO Biological Processes,19,GO:0072507,divalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-3.7,2.3,4.2,27994,512,542,23,4.2,0.87,287|288|596|775|783|793|859|1814|3146|3358|3708|5144|7224|7421|9472|25769|54499|56477|79608|84239|169026|221074|283652,ANK2|ANK3|BCL2|CACNA1C|CACNB2|CALB1|CAV3|DRD3|HMGB1|HTR2C|ITPR1|PDE4D|TRPC5|VDR|AKAP6|SLC24A2|TMCO1|CCL28|RIC3|ATP13A4|SLC30A8|SLC39A12|SLC24A5,-2.9,1
GO Biological Processes,19,GO:0010976,positive regulation of neuron projection development,19_GO:0048518 positive regulation of biological process,-3.7,2.8,4.4,27994,290,542,16,3,0.73,238|950|1272|1809|4919|6092|7074|7224|8997|9699|11141|22999|23426|51265|51760|57118,ALK|SCARB2|CNTN1|DPYSL3|ROR1|ROBO2|TIAM1|TRPC5|KALRN|RIMS2|IL1RAPL1|RIMS1|GRIP1|CDKL3|SYT17|CAMK1D,-2.9,1
GO Biological Processes,19,GO:0055117,regulation of cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-3.7,5,5.1,27994,83,542,8,1.5,0.52,287|775|859|3784|5144|6336|29119|59272,ANK2|CACNA1C|CAV3|KCNQ1|PDE4D|SCN10A|CTNNA3|ACE2,-2.9,1
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-3.6,2.2,4.2,27994,552,542,24,4.4,0.88,287|288|775|783|785|1272|1286|1641|1809|4478|4897|5962|6092|6323|6336|6586|7074|7224|8997|9723|10752|26052|57144|79861,ANK2|ANK3|CACNA1C|CACNB2|CACNB4|CNTN1|4A4|DCX|DPYSL3|MSN|NRCAM|RDX|ROBO2|SCN1A|SCN10A|SLIT3|TIAM1|TRPC5|KALRN|SEMA3E|CHL1|DNM3|PAK5|TUBAL3,-2.8,1
GO Biological Processes,19,GO:0097151,positive regulation of inhibitory postsynaptic potential,19_GO:0048518 positive regulation of biological process,-3.6,22,7.9,27994,7,542,3,0.55,0.32,18|9699|22999,ABAT|RIMS2|RIMS1,-2.8,1
Reactome Gene Sets,6,R-HSA-447043,Neurofascin interactions,,-3.6,22,7.9,27994,7,542,3,0.55,0.32,1272|1641|4897,CNTN1|DCX|NRCAM,-2.8,1
GO Biological Processes,19,GO:0098828,modulation of inhibitory postsynaptic potential,19_GO:0023052 signaling,-3.6,22,7.9,27994,7,542,3,0.55,0.32,18|9699|22999,ABAT|RIMS2|RIMS1,-2.8,1
GO Biological Processes,19,GO:0008361,regulation of cell size,19_GO:0071840 cellular component organization or biogenesis,-3.6,3.4,4.6,27994,182,542,12,2.2,0.63,859|3778|4478|4897|5962|6049|6557|7224|9723|51265|64798|375611,CAV3|KCNMA1|MSN|NRCAM|RDX|RNF6|SLC12A1|TRPC5|SEMA3E|CDKL3|DEPTOR|SLC26A5,-2.8,1
GO Biological Processes,19,GO:0043330,response to exogenous dsRNA,19_GO:0050896 response to stimulus,-3.6,6.7,5.5,27994,46,542,6,1.1,0.45,3439|3440|3443|3452|11213|81035,IFNA1|IFNA2|IFNA6|IFNA21|IRAK3|EC12,-2.8,1
