Category,CategoryID,GO,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0030003,cellular cation homeostasis,-5.6,2.3,5.4,27994,664,677,37,5.5,0.87,480|654|773|797|846|952|1193|1232|1238|2099|2829|2903|4495|4842|5314|5733|6261|6263|6359|6376|7009|7018|7223|8671|9498|10345|55532|57282|84239|130733|169026|219931|221074|255231|285335|387129|389015,ATP1A4|BMP6|CACNA1A|CALCB|CASR|CD38|CLIC2|CCR3|ACKR2|ESR1|XCR1|GRIN2A|MT1G|NOS1|PKHD1|PTGER3|RYR1|RYR3|CCL15|CX3CL1|TMBIM6|TF|TRPC4|SLC4A4|SLC4A8|TRDN|SLC30A10|SLC4A10|ATP13A4|TMEM178A|SLC30A8|TPCN2|SLC39A12|MN2|SLC9C1|NPSR1|SLC9A4,-4.6,1
GO Biological Processes,19,GO:0003013,circulatory system process,-5.5,2.4,5.4,27994,559,677,33,4.9,0.83,18|29|40|480|486|634|654|846|952|1129|1193|3784|4842|5142|5592|5972|6261|6263|6296|6331|9353|10242|10345|10699|29119|30820|55799|57731|80333|80852|83988|89797|93589,ABAT|ABR|ASIC2|ATP1A4|FXYD2|CEACAM1|BMP6|CASR|CD38|CHRM2|CLIC2|KCNQ1|NOS1|PDE4B|PRKG1|REN|RYR1|RYR3|ACSM3|SCN5A|SLIT2|KCNMB2|TRDN|CORIN|CTNNA3|KCNIP1|CACNA2D3|SPTBN4|KCNIP4|GRIP2|NCALD|NAV2|CACNA2D4,-4.6,1
GO Biological Processes,19,GO:0050808,synapse organization,-5.5,2.7,5.5,27994,433,677,28,4.1,0.77,40|577|1501|1740|2066|2239|2258|2895|3084|3684|4774|5649|5789|6376|7074|8828|9423|9723|9863|10507|11141|23024|23025|23316|26059|26280|66000|83992,ASIC2|ADGRB3|CTNND2|DLG2|ERBB4|GPC4|FGF13|GRID2|NRG1|ITGAM|NFIA|RELN|PTPRD|CX3CL1|TIAM1|NRP2|NTN1|SEMA3E|MAGI2|SEMA4D|IL1RAPL1|PDZRN3|UNC13A|CUX2|ERC2|IL1RAPL2|TMEM108|CTTNBP2,-4.6,1
GO Biological Processes,19,GO:1900449,regulation of glutamate receptor signaling pathway,-5.5,6.5,6.9,27994,64,677,10,1.5,0.46,1393|1740|2893|2903|5649|6376|23025|57554|146395|149111,CRHBP|DLG2|GRIA4|GRIN2A|RELN|CX3CL1|UNC13A|LRRC7|GSG1L|CNIH3,-4.6,1
KEGG Pathway,24,hsa04020,Calcium signaling pathway,-5.5,3.6,5.9,27994,206,677,18,2.7,0.62,773|777|952|1129|2066|2903|4842|5137|5733|6261|6263|9630|57105|57118|150350|219931|340156|342977,CACNA1A|CACNA1E|CD38|CHRM2|ERBB4|GRIN2A|NOS1|PDE1C|PTGER3|RYR1|RYR3|GNA14|CYSLTR2|CAMK1D|ENTHD1|TPCN2|MYLK4|NANOS3,-4.6,1
GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,-5.5,2.2,5.3,27994,749,677,40,5.9,0.91,480|654|773|797|846|952|1193|1232|1238|2099|2829|2903|4495|4842|5314|5733|6261|6263|6359|6376|6424|7009|7018|7223|8671|9498|10345|10699|23428|55532|57282|84239|130733|169026|219931|221074|255231|285335|387129|389015,ATP1A4|BMP6|CACNA1A|CALCB|CASR|CD38|CLIC2|CCR3|ACKR2|ESR1|XCR1|GRIN2A|MT1G|NOS1|PKHD1|PTGER3|RYR1|RYR3|CCL15|CX3CL1|SFRP4|TMBIM6|TF|TRPC4|SLC4A4|SLC4A8|TRDN|CORIN|SLC7A8|SLC30A10|SLC4A10|ATP13A4|TMEM178A|SLC30A8|TPCN2|SLC39A12|MN2|SLC9C1|NPSR1|SLC9A4,-4.6,1
GO Biological Processes,19,GO:0000904,cell morphogenesis involved in differentiation,-5.5,2.2,5.2,27994,753,677,40,5.9,0.91,577|1501|1600|1959|2258|3730|3798|4147|5649|5789|6091|6710|7074|7204|7399|8516|8828|9037|9201|9353|9369|9423|9723|9856|10319|10461|10507|11141|23072|23316|25806|26033|27023|30011|51761|57453|57520|57731|65078|84570,ADGRB3|CTNND2|DAB1|EGR2|FGF13|ANOS1|KIF5A|MATN2|RELN|PTPRD|ROBO1|SPTB|TIAM1|TRIO|USH2A|ITGA8|NRP2|SEMA5A|DCLK1|SLIT2|NRXN3|NTN1|SEMA3E|KIAA0319|LAMC3|MERTK|SEMA4D|IL1RAPL1|HECW1|CUX2|VAX2|ATRNL1|FOXB1|SH3KBP1|ATP8A2|DSCAML1|HECW2|SPTBN4|RTN4R|25A1,-4.5,1
GO Biological Processes,19,GO:0061337,cardiac conduction,-5.4,4.2,6.1,27994,149,677,15,2.2,0.57,480|486|3784|4842|6261|6263|6331|10345|10699|29119|30820|55799|57731|80333|93589,ATP1A4|FXYD2|KCNQ1|NOS1|RYR1|RYR3|SCN5A|TRDN|CORIN|CTNNA3|KCNIP1|CACNA2D3|SPTBN4|KCNIP4|CACNA2D4,-4.5,1
GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,-5.4,2.3,5.2,27994,675,677,37,5.5,0.87,238|463|577|654|952|1600|2138|2258|2895|5587|5649|5789|6091|6376|6695|7074|9037|9353|9423|9699|9723|9856|9863|10507|11141|23025|23072|23316|51761|57118|57520|57554|57795|65078|79727|221074|257194,ALK|ZFHX3|ADGRB3|BMP6|CD38|DAB1|EYA1|FGF13|GRID2|PRKD1|RELN|PTPRD|ROBO1|CX3CL1|SPOCK1|TIAM1|SEMA5A|SLIT2|NTN1|RIMS2|SEMA3E|KIAA0319|MAGI2|SEMA4D|IL1RAPL1|UNC13A|HECW1|CUX2|ATP8A2|CAMK1D|HECW2|LRRC7|BRINP2|RTN4R|LIN28A|SLC39A12|NEGR1,-4.5,1
GO Biological Processes,19,GO:0006873,cellular ion homeostasis,-5.4,2.3,5.2,27994,677,677,37,5.5,0.87,480|654|773|797|846|952|1193|1232|1238|2099|2829|2903|4495|4842|5314|5733|6261|6263|6359|6376|7009|7018|7223|8671|9498|10345|55532|57282|84239|130733|169026|219931|221074|255231|285335|387129|389015,ATP1A4|BMP6|CACNA1A|CALCB|CASR|CD38|CLIC2|CCR3|ACKR2|ESR1|XCR1|GRIN2A|MT1G|NOS1|PKHD1|PTGER3|RYR1|RYR3|CCL15|CX3CL1|TMBIM6|TF|TRPC4|SLC4A4|SLC4A8|TRDN|SLC30A10|SLC4A10|ATP13A4|TMEM178A|SLC30A8|TPCN2|SLC39A12|MN2|SLC9C1|NPSR1|SLC9A4,-4.5,1
GO Biological Processes,19,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,-5.3,3.1,5.6,27994,279,677,21,3.1,0.67,634|1012|1600|2239|2895|3684|4072|5789|5801|6091|6376|11141|30835|54798|54825|56253|57453|65217|83872|152404|222256,CEACAM1|CDH13|DAB1|GPC4|GRID2|ITGAM|EPCAM|PTPRD|PTPRR|ROBO1|CX3CL1|IL1RAPL1|CD209|DCHS2|CDHR2|CRTAM|DSCAML1|PCDH15|HMCN1|IGSF11|CDHR3,-4.4,1
GO Biological Processes,19,GO:0055080,cation homeostasis,-5.3,2.2,5.1,27994,739,677,39,5.8,0.9,480|654|773|797|846|952|1193|1232|1238|2099|2829|2903|4495|4842|5314|5733|6261|6263|6359|6376|7009|7018|7223|8671|9498|10345|10699|23428|55532|57282|84239|130733|169026|219931|221074|255231|285335|387129|389015,ATP1A4|BMP6|CACNA1A|CALCB|CASR|CD38|CLIC2|CCR3|ACKR2|ESR1|XCR1|GRIN2A|MT1G|NOS1|PKHD1|PTGER3|RYR1|RYR3|CCL15|CX3CL1|TMBIM6|TF|TRPC4|SLC4A4|SLC4A8|TRDN|CORIN|SLC7A8|SLC30A10|SLC4A10|ATP13A4|TMEM178A|SLC30A8|TPCN2|SLC39A12|MN2|SLC9C1|NPSR1|SLC9A4,-4.4,1
GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,-5.3,2.4,5.2,27994,550,677,32,4.7,0.82,29|163|246|320|408|634|1012|1129|1794|3684|5587|6424|6441|7018|7275|8291|9162|9498|9501|9699|9863|10461|10814|11141|55423|57118|79772|84896|93664|115827|146395|169026,ABR|AP2B1|ALOX15|APBA1|ARRB1|CEACAM1|CDH13|CHRM2|DOCK2|ITGAM|PRKD1|SFRP4|SFTPD|TF|TUB|DYSF|DGKI|SLC4A8|RPH3AL|RIMS2|MAGI2|MERTK|CPLX2|IL1RAPL1|SIRPG|CAMK1D|MCTP1|ATAD1|CADPS2|RAB3C|GSG1L|SLC30A8,-4.4,1
GO Biological Processes,19,GO:0035725,sodium ion transmembrane transport,-5.3,3.8,5.8,27994,174,677,16,2.4,0.58,40|480|486|2258|2259|4842|6331|6334|8671|9498|11280|23072|57282|57520|285335|389015,ASIC2|ATP1A4|FXYD2|FGF13|FGF14|NOS1|SCN5A|SCN8A|SLC4A4|SLC4A8|SCN11A|HECW1|SLC4A10|HECW2|SLC9C1|SLC9A4,-4.4,1
GO Biological Processes,19,GO:0007423,sensory organ development,-5.2,2.4,5.2,27994,578,677,33,4.9,0.83,29|654|1641|2138|3249|3516|3784|4286|4648|6101|7275|7399|8516|8575|8736|8825|9423|9573|10319|10461|25806|27151|51761|54796|57096|65217|81029|85407|93986|140469|146862|219736|389207,ABR|BMP6|DCX|EYA1|HPN|RBPJ|KCNQ1|MITF|MYO7B|RP1|TUB|USH2A|ITGA8|PRKRA|MYOM1|LIN7A|NTN1|GDF3|LAMC3|MERTK|VAX2|CPAMD8|ATP8A2|BNC2|RPGRIP1|PCDH15|WNT5B|NKD1|FOXP2|MYO3B|UNC45B|STOX1|GRXCR1,-4.4,1
GO Biological Processes,19,GO:0070838,divalent metal ion transport,-5.2,2.5,5.3,27994,475,677,29,4.3,0.78,773|777|846|1193|2259|2829|2903|4842|5142|6261|6263|6376|7009|7223|8291|10345|27039|55532|55799|79026|80036|93589|169026|219931|221074|255231|342372|378807|387129,CACNA1A|CACNA1E|CASR|CLIC2|FGF14|XCR1|GRIN2A|NOS1|PDE4B|RYR1|RYR3|CX3CL1|TMBIM6|TRPC4|DYSF|TRDN|PKD2L2|SLC30A10|CACNA2D3|AHNAK|TRPM3|CACNA2D4|SLC30A8|TPCN2|SLC39A12|MN2|PKD1L3|CATSPER4|NPSR1,-4.3,1
GO Biological Processes,19,GO:0007215,glutamate receptor signaling pathway,-5.2,4.9,6.2,27994,101,677,12,1.8,0.51,1393|1740|2893|2895|2903|5649|6376|7074|23025|57554|146395|149111,CRHBP|DLG2|GRIA4|GRID2|GRIN2A|RELN|CX3CL1|TIAM1|UNC13A|LRRC7|GSG1L|CNIH3,-4.3,1
GO Biological Processes,19,GO:0007610,behavior,-5.2,2.3,5.1,27994,609,677,34,5,0.84,18|238|320|434|463|577|846|1393|1600|1959|2258|2903|3084|4543|5649|5972|8516|9162|9369|23316|26047|27023|27136|51761|57282|57731|84896|85445|89797|93986|112609|257194|285382|338811,ABAT|ALK|APBA1|ASIP|ZFHX3|ADGRB3|CASR|CRHBP|DAB1|EGR2|FGF13|GRIN2A|NRG1|MTNR1A|RELN|REN|ITGA8|DGKI|NRXN3|CUX2|CNTNAP2|FOXB1|MORC1|ATP8A2|SLC4A10|SPTBN4|ATAD1|CNTNAP4|NAV2|FOXP2|MRAP2|NEGR1|C3orf70|TAFA2,-4.3,1
GO Biological Processes,19,GO:1903530,regulation of secretion by cell,-5.2,2.2,5.1,27994,692,677,37,5.5,0.87,18|29|320|408|634|654|773|777|846|952|1129|1393|3382|3684|3790|3993|5972|6376|7009|7074|8736|9162|9498|9501|9699|10814|11141|23025|25924|55288|56253|79772|84868|93664|115827|130399|169026,ABAT|ABR|APBA1|ARRB1|CEACAM1|BMP6|CACNA1A|CACNA1E|CASR|CD38|CHRM2|CRHBP|ICA1|ITGAM|KCNS3|LLGL2|REN|CX3CL1|TMBIM6|TIAM1|MYOM1|DGKI|SLC4A8|RPH3AL|RIMS2|CPLX2|IL1RAPL1|UNC13A|MYRIP|RHOT1|CRTAM|MCTP1|HAVCR2|CADPS2|RAB3C|ACVR1C|SLC30A8,-4.3,1
Reactome Gene Sets,6,R-HSA-6794362,Protein-protein interactions at synapses,-5.1,5.3,6.3,27994,86,677,11,1.6,0.49,320|1740|2893|2903|5789|8825|9229|9369|11141|22839|26280,APBA1|DLG2|GRIA4|GRIN2A|PTPRD|LIN7A|DLGAP1|NRXN3|IL1RAPL1|DLGAP4|IL1RAPL2,-4.3,1
GO Biological Processes,19,GO:0072511,divalent inorganic cation transport,-5.1,2.5,5.2,27994,481,677,29,4.3,0.78,773|777|846|1193|2259|2829|2903|4842|5142|6261|6263|6376|7009|7223|8291|10345|27039|55532|55799|79026|80036|93589|169026|219931|221074|255231|342372|378807|387129,CACNA1A|CACNA1E|CASR|CLIC2|FGF14|XCR1|GRIN2A|NOS1|PDE4B|RYR1|RYR3|CX3CL1|TMBIM6|TRPC4|DYSF|TRDN|PKD2L2|SLC30A10|CACNA2D3|AHNAK|TRPM3|CACNA2D4|SLC30A8|TPCN2|SLC39A12|MN2|PKD1L3|CATSPER4|NPSR1,-4.3,1
Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,-5.1,2.1,5,27994,751,677,39,5.8,0.9,654|1393|2239|2258|2259|3084|4225|4585|6359|6361|6376|6424|6441|7479|8510|8740|9037|9508|9573|9723|10507|10747|27151|30835|57795|60495|80070|81029|81792|112399|142683|144568|147372|158326|166752|171019|283463|338324|728276,BMP6|CRHBP|GPC4|FGF13|FGF14|NRG1|MEP1B|MUC4|CCL15|CCL17|CX3CL1|SFRP4|SFTPD|WNT8B|MMP23B|TNFSF14|SEMA5A|ADAMTS3|GDF3|SEMA3E|SEMA4D|MASP2|CPAMD8|CD209|BRINP2|HPSE2|ADAMTS20|WNT5B|ADAMTS12|EGLN3|ITLN2|A2ML1|CCBE1|FREM1|FREM3|ADAMTS19|MUC19|S100A7A|CLEC19A,-4.3,1
GO Biological Processes,19,GO:2001257,regulation of cation channel activity,-5,3.6,5.6,27994,182,677,16,2.4,0.58,1193|1393|1740|2258|2259|2893|2903|4842|5142|5649|8291|10345|57554|79026|146395|149111,CLIC2|CRHBP|DLG2|FGF13|FGF14|GRIA4|GRIN2A|NOS1|PDE4B|RELN|DYSF|TRDN|LRRC7|AHNAK|GSG1L|CNIH3,-4.2,1
Reactome Gene Sets,6,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,-5,11,7.6,27994,22,677,6,0.89,0.36,4842|5592|5593|10242|10846|50940,NOS1|PRKG1|PRKG2|KCNMB2|PDE10A|PDE11A,-4.1,1
GO Biological Processes,19,GO:0072503,cellular divalent inorganic cation homeostasis,-4.9,2.4,5.1,27994,493,677,29,4.3,0.78,773|797|846|952|1193|1232|1238|2099|2829|2903|4495|4842|5314|5733|6261|6263|6359|6376|7009|7223|10345|55532|84239|130733|169026|219931|221074|255231|387129,CACNA1A|CALCB|CASR|CD38|CLIC2|CCR3|ACKR2|ESR1|XCR1|GRIN2A|MT1G|NOS1|PKHD1|PTGER3|RYR1|RYR3|CCL15|CX3CL1|TMBIM6|TRPC4|TRDN|SLC30A10|ATP13A4|TMEM178A|SLC30A8|TPCN2|SLC39A12|MN2|NPSR1,-4.1,1
GO Biological Processes,19,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,-4.9,2.2,5,27994,627,677,34,5,0.84,18|163|861|1501|2099|2239|2895|2903|3516|3684|4286|5649|5682|6424|7074|7479|9037|9162|9699|9863|23072|23316|23500|25806|26523|27123|55182|66000|81029|85407|130612|143471|152404|388630,ABAT|AP2B1|RUNX1|CTNND2|ESR1|GPC4|GRID2|GRIN2A|RBPJ|ITGAM|MITF|RELN|PSMA1|SFRP4|TIAM1|WNT8B|SEMA5A|DGKI|RIMS2|MAGI2|HECW1|CUX2|DAAM2|VAX2|AGO1|DKK2|RNF220|TMEM108|WNT5B|NKD1|TMEM198|PSMA8|IGSF11|TRABD2B,-4.1,1
GO Biological Processes,19,GO:0035924,cellular response to vascular endothelial growth factor stimulus,-4.9,5.5,6.2,27994,75,677,10,1.5,0.46,1960|4495|5587|6091|8828|9508|57608|64094|81792|147372,EGR3|MT1G|PRKD1|ROBO1|NRP2|ADAMTS3|JCAD|SMOC2|ADAMTS12|CCBE1,-4.1,1
GO Biological Processes,19,GO:0015672,monovalent inorganic cation transport,-4.8,2.3,5,27994,551,677,31,4.6,0.8,40|480|486|2258|2259|3249|3784|3786|3790|4842|6331|6334|6528|6554|8671|9167|9498|10242|11280|23072|27133|30820|57282|57520|57731|80333|90134|115584|285335|378807|389015,ASIC2|ATP1A4|FXYD2|FGF13|FGF14|HPN|KCNQ1|KCNQ3|KCNS3|NOS1|SCN5A|SCN8A|SLC5A5|SLC10A1|SLC4A4|COX7A2L|SLC4A8|KCNMB2|SCN11A|HECW1|KCNH5|KCNIP1|SLC4A10|HECW2|SPTBN4|KCNIP4|KCNH7|SLC5A11|SLC9C1|CATSPER4|SLC9A4,-4,1
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,-4.8,2.3,4.9,27994,552,677,31,4.6,0.8,40|238|443|577|654|1600|1959|2895|5583|5587|5649|5789|6091|6376|7074|9037|9353|9423|9699|9863|10507|11076|11141|23025|23316|51761|57118|57554|57795|79727|257194,ASIC2|ALK|ASPA|ADGRB3|BMP6|DAB1|EGR2|GRID2|PRKCH|PRKD1|RELN|PTPRD|ROBO1|CX3CL1|TIAM1|SEMA5A|SLIT2|NTN1|RIMS2|MAGI2|SEMA4D|TPPP|IL1RAPL1|UNC13A|CUX2|ATP8A2|CAMK1D|LRRC7|BRINP2|LIN28A|NEGR1,-4,1
GO Biological Processes,19,GO:0050919,negative chemotaxis,-4.8,7,6.5,27994,47,677,8,1.2,0.42,3084|6091|8828|9037|9353|9423|9723|10507,NRG1|ROBO1|NRP2|SEMA5A|SLIT2|NTN1|SEMA3E|SEMA4D,-4,1
Reactome Gene Sets,6,R-HSA-5173105,O-linked glycosylation,-4.8,4.5,5.8,27994,111,677,12,1.8,0.51,4585|9037|9508|10331|10418|80070|81792|168391|171019|221981|256435|283463,MUC4|SEMA5A|ADAMTS3|B3GNT3|SPON1|ADAMTS20|ADAMTS12|GALNTL5|ADAMTS19|THSD7A|ST6GALNAC3|MUC19,-4,1
GO Biological Processes,19,GO:0023061,signal release,-4.8,2.4,5,27994,476,677,28,4.1,0.77,18|320|408|654|773|777|846|952|1129|1393|3382|3790|5972|7074|8825|9162|9498|9501|9699|10814|23025|25924|26059|55288|79772|93664|130399|169026,ABAT|APBA1|ARRB1|BMP6|CACNA1A|CACNA1E|CASR|CD38|CHRM2|CRHBP|ICA1|KCNS3|REN|TIAM1|LIN7A|DGKI|SLC4A8|RPH3AL|RIMS2|CPLX2|UNC13A|MYRIP|ERC2|RHOT1|MCTP1|CADPS2|ACVR1C|SLC30A8,-4,1
GO Biological Processes,19,GO:0006821,chloride transport,-4.8,4.4,5.7,27994,112,677,12,1.8,0.51,846|1193|2556|2560|2570|5593|9498|55129|57282|63982|94015|121601,CASR|CLIC2|GABRA3|GABRB1|GABRR2|PRKG2|SLC4A8|ANO10|SLC4A10|ANO3|TTYH2|ANO4,-4,1
GO Biological Processes,19,GO:0006816,calcium ion transport,-4.7,2.5,5,27994,426,677,26,3.8,0.74,773|777|846|1193|2259|2829|2903|4842|5142|6261|6263|6376|7009|7223|8291|10345|27039|55799|79026|80036|93589|219931|255231|342372|378807|387129,CACNA1A|CACNA1E|CASR|CLIC2|FGF14|XCR1|GRIN2A|NOS1|PDE4B|RYR1|RYR3|CX3CL1|TMBIM6|TRPC4|DYSF|TRDN|PKD2L2|CACNA2D3|AHNAK|TRPM3|CACNA2D4|TPCN2|MN2|PKD1L3|CATSPER4|NPSR1,-4,1
GO Biological Processes,19,GO:0048167,regulation of synaptic plasticity,-4.7,3.5,5.4,27994,191,677,16,2.4,0.58,952|1959|2259|2895|2903|5649|6376|9162|9699|10814|10858|23025|57282|57537|79772|152404,CD38|EGR2|FGF14|GRID2|GRIN2A|RELN|CX3CL1|DGKI|RIMS2|CPLX2|CYP46A1|UNC13A|SLC4A10|SORCS2|MCTP1|IGSF11,-4,1
GO Biological Processes,19,GO:0008016,regulation of heart contraction,-4.7,3.1,5.2,27994,257,677,19,2.8,0.63,480|486|1129|1193|2258|3784|4842|5142|6261|6263|6331|10345|10699|29119|30820|55799|57731|80333|93589,ATP1A4|FXYD2|CHRM2|CLIC2|FGF13|KCNQ1|NOS1|PDE4B|RYR1|RYR3|SCN5A|TRDN|CORIN|CTNNA3|KCNIP1|CACNA2D3|SPTBN4|KCNIP4|CACNA2D4,-4,1
GO Biological Processes,19,GO:0006875,cellular metal ion homeostasis,-4.7,2.3,4.8,27994,586,677,32,4.7,0.82,480|654|773|797|846|952|1193|1232|1238|2099|2829|2903|4495|4842|5314|5733|6261|6263|6359|6376|7009|7018|7223|10345|55532|84239|130733|169026|219931|221074|255231|387129,ATP1A4|BMP6|CACNA1A|CALCB|CASR|CD38|CLIC2|CCR3|ACKR2|ESR1|XCR1|GRIN2A|MT1G|NOS1|PKHD1|PTGER3|RYR1|RYR3|CCL15|CX3CL1|TMBIM6|TF|TRPC4|TRDN|SLC30A10|ATP13A4|TMEM178A|SLC30A8|TPCN2|SLC39A12|MN2|NPSR1,-3.9,1
GO Biological Processes,19,GO:0099601,regulation of neurotransmitter receptor activity,-4.7,5.2,5.9,27994,79,677,10,1.5,0.46,1393|1740|2893|2903|5649|9229|22839|57554|146395|149111,CRHBP|DLG2|GRIA4|GRIN2A|RELN|DLGAP1|DLGAP4|LRRC7|GSG1L|CNIH3,-3.9,1
GO Biological Processes,19,GO:0007605,sensory perception of sound,-4.7,3.8,5.5,27994,152,677,14,2.1,0.55,40|2138|3249|3784|4648|7275|7399|57731|65217|89797|140469|339768|375612|389207,ASIC2|EYA1|HPN|KCNQ1|MYO7B|TUB|USH2A|SPTBN4|PCDH15|NAV2|MYO3B|ESPNL|LHFPL3|GRXCR1,-3.9,1
GO Biological Processes,19,GO:0007409,axonogenesis,-4.7,2.4,4.9,27994,482,677,28,4.1,0.77,1600|1959|2258|3730|3798|4147|5649|6091|6710|7074|7204|8828|9037|9201|9353|9369|9423|9723|9856|10507|25806|27023|30011|51761|57453|57731|65078|84570,DAB1|EGR2|FGF13|ANOS1|KIF5A|MATN2|RELN|ROBO1|SPTB|TIAM1|TRIO|NRP2|SEMA5A|DCLK1|SLIT2|NRXN3|NTN1|SEMA3E|KIAA0319|SEMA4D|VAX2|FOXB1|SH3KBP1|ATP8A2|DSCAML1|SPTBN4|RTN4R|25A1,-3.9,1
GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,-4.7,2.6,5,27994,380,677,24,3.5,0.71,238|654|1600|5587|5649|5789|6091|6376|7074|9037|9353|9423|9699|9863|10507|11141|23025|23316|51761|57118|57554|57795|79727|257194,ALK|BMP6|DAB1|PRKD1|RELN|PTPRD|ROBO1|CX3CL1|TIAM1|SEMA5A|SLIT2|NTN1|RIMS2|MAGI2|SEMA4D|IL1RAPL1|UNC13A|CUX2|ATP8A2|CAMK1D|LRRC7|BRINP2|LIN28A|NEGR1,-3.9,1
GO Biological Processes,19,GO:0072507,divalent inorganic cation homeostasis,-4.6,2.3,4.8,27994,512,677,29,4.3,0.78,773|797|846|952|1193|1232|1238|2099|2829|2903|4495|4842|5314|5733|6261|6263|6359|6376|7009|7223|10345|55532|84239|130733|169026|219931|221074|255231|387129,CACNA1A|CALCB|CASR|CD38|CLIC2|CCR3|ACKR2|ESR1|XCR1|GRIN2A|MT1G|NOS1|PKHD1|PTGER3|RYR1|RYR3|CCL15|CX3CL1|TMBIM6|TRPC4|TRDN|SLC30A10|ATP13A4|TMEM178A|SLC30A8|TPCN2|SLC39A12|MN2|NPSR1,-3.8,1
Canonical Pathways,11,M3008,NABA ECM GLYCOPROTEINS,-4.6,3.4,5.3,27994,196,677,16,2.4,0.58,3730|4052|4147|5649|7399|9353|9423|10319|10418|64094|83716|83872|84467|129080|200403|100131137,ANOS1|LTBP1|MATN2|RELN|USH2A|SLIT2|NTN1|LAMC3|SPON1|SMOC2|CRISPLD2|HMCN1|FBN3|EMID1|VWA3B|BSPH1,-3.8,1
GO Biological Processes,19,GO:0015698,inorganic anion transport,-4.6,3.5,5.3,27994,175,677,15,2.2,0.57,846|1193|2556|2560|2570|5593|6424|6528|8671|9498|55129|57282|63982|94015|121601,CASR|CLIC2|GABRA3|GABRB1|GABRR2|PRKG2|SFRP4|SLC5A5|SLC4A4|SLC4A8|ANO10|SLC4A10|ANO3|TTYH2|ANO4,-3.8,1
GO Biological Processes,19,GO:0006936,muscle contraction,-4.6,2.6,5,27994,359,677,23,3.4,0.7,18|72|952|1129|1193|3784|4604|4629|4703|4842|5142|5592|5733|6261|6331|8291|8735|8736|10345|29119|51761|80852|219931,ABAT|ACTG2|CD38|CHRM2|CLIC2|KCNQ1|MYBPC1|MYH11|NEB|NOS1|PDE4B|PRKG1|PTGER3|RYR1|SCN5A|DYSF|MYH13|MYOM1|TRDN|CTNNA3|ATP8A2|GRIP2|TPCN2,-3.8,1
Reactome Gene Sets,6,R-HSA-5083635,Defective B3GALTL causes Peters-plus syndrome (PpS),-4.6,7.8,6.5,27994,37,677,7,1,0.39,9037|9508|10418|80070|81792|171019|221981,SEMA5A|ADAMTS3|SPON1|ADAMTS20|ADAMTS12|ADAMTS19|THSD7A,-3.8,1
GO Biological Processes,19,GO:0032412,regulation of ion transmembrane transporter activity,-4.6,3,5.1,27994,265,677,19,2.8,0.63,486|1193|1393|1740|2258|2259|2893|2903|4842|5142|5649|8291|10345|23072|57520|57554|79026|146395|149111,FXYD2|CLIC2|CRHBP|DLG2|FGF13|FGF14|GRIA4|GRIN2A|NOS1|PDE4B|RELN|DYSF|TRDN|HECW1|HECW2|LRRC7|AHNAK|GSG1L|CNIH3,-3.8,1
Reactome Gene Sets,6,R-HSA-418457,cGMP effects,-4.5,13,7.5,27994,16,677,5,0.74,0.33,5592|5593|10242|10846|50940,PRKG1|PRKG2|KCNMB2|PDE10A|PDE11A,-3.8,1
GO Biological Processes,19,GO:0010976,positive regulation of neuron projection development,-4.5,2.9,5,27994,290,677,20,3,0.65,238|5587|5649|5789|6091|6376|7074|9037|9353|9423|9699|9863|10507|11141|23025|23316|51761|57118|57554|257194,ALK|PRKD1|RELN|PTPRD|ROBO1|CX3CL1|TIAM1|SEMA5A|SLIT2|NTN1|RIMS2|MAGI2|SEMA4D|IL1RAPL1|UNC13A|CUX2|ATP8A2|CAMK1D|LRRC7|NEGR1,-3.8,1
GO Biological Processes,19,GO:0007018,microtubule-based movement,-4.5,2.9,5,27994,290,677,20,3,0.65,320|667|1740|1768|1770|3798|7275|8120|8632|55288|55567|56776|66000|89876|139212|200373|201625|220136|221458|246176,APBA1|DST|DLG2|DNAH6|DNAH9|KIF5A|TUB|AP3B2|DNAH17|RHOT1|DNAH3|FMN2|TMEM108|CFAP91|DNAAF6|CFAP221|DNAH12|CFAP53|KIF6|GAS2L2,-3.8,1
Reactome Gene Sets,6,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,-4.5,7.6,6.4,27994,38,677,7,1,0.39,9037|9508|10418|80070|81792|171019|221981,SEMA5A|ADAMTS3|SPON1|ADAMTS20|ADAMTS12|ADAMTS19|THSD7A,-3.8,1
Canonical Pathways,11,M241,PID RAC1 REG PATHWAY,-4.5,7.6,6.4,27994,38,677,7,1,0.39,29|1794|7074|7204|7409|9844|221178,ABR|DOCK2|TIAM1|TRIO|VAV1|ELMO1|SPATA13,-3.8,1
